example_id,conversation_id,customer_tweet_id,customer_message,brand,intent,difficulty,annotation_notes
GOLDEN_038,2925604,2925604,"Sad face incoming... my @115821 account was hacked, and someone went on a product review spree. Makes me wonder if I can trust reviews on Amazon.",AmazonHelp,account_access_security,hard,Verified from Test Split conversation 2925604.
GOLDEN_039,2254575,2254575,@117795 next day delivery? I think not. Was excited to get my kindle only for them to deliver to wrong the wrong depot. Incompetence much?! 😤😤😤,AmazonHelp,prime_subscription_services,hard,Verified from Test Split conversation 2254575.
GOLDEN_040,1306039,1306039,for fucks sake. I finally got the DNA test for Max and the code on the box is defective AND product has been used wtf amazon.,AmazonHelp,damaged_defective_item,hard,Verified from Test Split conversation 1306039.
GOLDEN_041,2677842,2677841,@AmazonHelp No nothing damaged Thanks for fast responding 😁 You awesome,AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 2677842.
GOLDEN_042,1688875,1688874,@AmazonHelp Can you look back on my tweets as I went over all of this last night. Had someone email this morning from your twitter team to say it’s resolved... it’s not!,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 1688875.
GOLDEN_043,1699041,1699037,@AmazonHelp I’ve tried that it just takes me to my tracking page where it says arriving today (it has said the same thing since Friday 😢),AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1699041.
GOLDEN_044,373635,373635,@AmazonHelp I didn’t get my package yet. What’s up?,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 373635.
GOLDEN_045,2952163,2952162,@AmazonHelp Yeah the £60 that got taken out of my bank account without my knowledge 😡,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 2952163.
GOLDEN_046,1690826,1690819,"@129009 Remercions @120533 et @AmazonHelp qui n'a pas été capable de livrer pour demain, une #XboxOneX #Scorpio précommandée depuis Août...",AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 1690826.
GOLDEN_047,1298456,1298456,@AmazonHelp My package says it was delivered Monday but I never received it.,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1298456.
GOLDEN_048,565799,565799,@AmazonHelp @22658 VERY frustrated. My delivery scheduled at purchase for 9-12 tomorrow was just moved to 3-6. Not home then. Purchase made 7 days ago & JUST now getting notice that delivery time moved? Unacceptable. Order# 111-4099465-6516251 Tracking ID XPO000061360,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 565799.
GOLDEN_049,144014,999166,@AmazonHelp I will wait for email but if u can tell me pls let me know why Amazon blocked my no.,AmazonHelp,account_access_security,medium,Verified from Test Split conversation 144014.
GOLDEN_050,64002,63991,@AmazonHelp @115850 The link provided https://t.co/QY4xwitIgJ is not working and opening twitter. Please provide the link so that I can copy paste the information again for your DUMB supprt #AmazonFails #AmazonFraud #AmazonPay @115851,AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 64002.
GOLDEN_051,411881,411881,@AmazonHelp did the sonos play:1 promo end? I thought tomorrow was last day. Your site is not accepting the promo code. Please advise!,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 411881.
GOLDEN_052,1050790,1050790,"Arg... Jetzt bin ich unterwegs und möchte Bücher im #Kindle lesen, da ist die App plötzlich buggy. Lädt nicht ein Buch zum Lesen. @116316",AmazonHelp,prime_subscription_services,hard,Verified from Test Split conversation 1050790.
GOLDEN_053,249097,249102,@AmazonHelp Have now placed my order for a new battery to arrive at my designated delivery address. What does Standard Delivery mean in the UK?,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 249097.
GOLDEN_054,810761,810760,@AmazonHelp I can't log in.,AmazonHelp,account_access_security,medium,Verified from Test Split conversation 810761.
GOLDEN_055,2891820,2891818,@AmazonHelp I cancelled an order the other day and looking at my bank account this morning i noticed i was charged twice for the cancelled item,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 2891820.
GOLDEN_056,422019,422019,"When you buy something on Amazon and the price goes down within 30 days, you can email and they will refund how much the price went down.",AmazonHelp,refund_return_cancellation,easy,Verified from Test Split conversation 422019.
GOLDEN_057,1293726,1293726,whoever hacked my card and charged me $105.68 for amazon prime YOU & YO mom are some hoes.,AmazonHelp,account_access_security,easy,Verified from Test Split conversation 1293726.
GOLDEN_058,2974798,2974798,@115821 2 day shipping for Prime members but it’s gonna take 3.5 days? #cx broken? @115851 https://t.co/Rf5jTaq3m6,AmazonHelp,damaged_defective_item,easy,Verified from Test Split conversation 2974798.
GOLDEN_059,804832,804832,Ayer a las 6pm pedí un kindle en @116875 y ya esta en mis manos! ... Y EL AMOR DE MI VIDA PARA PINCHES CUANDO!?!,AmazonHelp,prime_subscription_services,hard,Verified from Test Split conversation 804832.
GOLDEN_060,1313414,1313414,@AmazonHelp so sad he arrived broken. I really needed him for my collection. 😥😥😥😥😥😥😥😥😥😥 https://t.co/CaNeDr5d8F,AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 1313414.
GOLDEN_061,451885,451885,Todos deviam ter um Kindle @117086,AmazonHelp,prime_subscription_services,hard,Verified from Test Split conversation 451885.
GOLDEN_062,205730,205725,@AmazonHelp that's real nice and all but my book is still damaged 🙃,AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 205730.
GOLDEN_063,1575652,1575658,@AmazonHelp The new projected delivery date is Wednesday,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1575652.
GOLDEN_064,341546,341550,@115850 Thank you and love you @115850 Quick delivery in One day for being Prime member #AmazonGreatIndianFestival https://t.co/WUs2yYvG5B,AmazonHelp,delivery_tracking_delay,easy,Verified from Test Split conversation 341546.
GOLDEN_065,2184728,2184723,@AmazonHelp Tout est ok mais c est pas la 1ere fois que sa arrive,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 2184728.
GOLDEN_066,2604167,2604167,Amazon black Friday sale has started Dangerous times for my bank account,AmazonHelp,payment_billing_issue,hard,Verified from Test Split conversation 2604167.
GOLDEN_067,445530,445515,@AmazonHelp I want my product replaced . Nothing else . I dont want a refund @115850,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 445530.
GOLDEN_068,2464947,2464947,"@120540 È proprio necessario spedire i pacchi con poste italiane, che non porta i pacchi dicendo che IO non sono in casa? 🤬",AmazonHelp,general_inquiry_support,hard,Verified from Test Split conversation 2464947.
GOLDEN_069,2823092,2823092,@115830 why am I fannying about at this time of year trying to find and pay for a courier to collect a faulty mattress you sent out to then wait 5-8 working days to have the courier payment refunded? Even Yodel won't take it! Close to xmas and now I'll be £'s down #poorservice,AmazonHelp,damaged_defective_item,medium,Verified from Test Split conversation 2823092.
GOLDEN_070,2437729,2437729,@115821 is stupid cause they just locked my own account from buying what I want GOOD JOB AT MARKETING,AmazonHelp,account_access_security,easy,Verified from Test Split conversation 2437729.
GOLDEN_071,2316624,2316624,"@115850 hey guys, didn't get my refund. Can someone help me out?",AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 2316624.
GOLDEN_072,2349473,2349473,"@115821 Somenone hacked my personal account and changed my login email and password. Could you guys check it for me, Please? I've already sent you an email about it (__email__). Thanks",AmazonHelp,account_access_security,medium,Verified from Test Split conversation 2349473.
GOLDEN_073,1100498,1100498,Being shunted up the back in our brand new car by an @115830 driver was not the prime delivery we were expecting #gutted#prime #amazon,AmazonHelp,prime_subscription_services,easy,Verified from Test Split conversation 1100498.
GOLDEN_074,249999,249999,@AmazonHelp what d hell Amazon till now my refund was not provide very bad service by Amazon plz refund my balance,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 249999.
GOLDEN_075,1928408,1928408,So @115830 have taken over £120 out my account for a DC Comics Action Hero that should have cost £21.25 as my invoice states! Worst comp,AmazonHelp,payment_billing_issue,hard,Verified from Test Split conversation 1928408.
GOLDEN_076,2710401,2710401,@AmazonHelp trying to buy a digital game code with gift card balance but before purchasing it requires a credit card number. any way to skip past that and go straight to gift card balance?,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 2710401.
GOLDEN_077,176507,176506,"@AmazonHelp Originally, when I got the device and then maybe did some additional training a few months later. I figured it must be time to do that again. So I will and promise to report back!",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 176507.
GOLDEN_078,2965323,2965322,"@AmazonHelp Just tried it again. When I sign in with my existing credentials, it says ""No offers available"" and redirects to the home page. I'm sure I don't qualify for the trial (I've had Prime Student before), so maybe that's causing the issue? Can't find where to sign up without the trial https://t.co/bcRDNz3XrV",AmazonHelp,account_access_security,medium,Verified from Test Split conversation 2965323.
GOLDEN_079,979495,979495,@AmazonHelp order # 408-9458722-7465165 want invoice bill at my registered email I'd asap pls,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 979495.
GOLDEN_080,592039,592030,"Bank account that is , i used my debit card yesterday and this morning to order Christmas gifts on amazon",AmazonHelp,payment_billing_issue,hard,Verified from Test Split conversation 592039.
GOLDEN_081,180008,180007,@AmazonHelp Carrier: Amazon Tracking #: Q64032343533 . They will say it's been delivered but it's not. I've contacted the cs 3 times without solution,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 180008.
GOLDEN_082,2918654,2918654,2nd time this year I've received a new book from @116090 that's arrived with the dust jacket torn and the edges of the book dented. So irritating. https://t.co/Nk471D5AlY,AmazonHelp,damaged_defective_item,hard,Verified from Test Split conversation 2918654.
GOLDEN_083,89354,89354,@115821 Germany sucks. Been waiting for my refund of 54€ 4 4wks and nothing happen. Amazon is worth 500Bil n Mr Bezos 100Bil but cant refund 54€. Laughable,AmazonHelp,refund_return_cancellation,easy,Verified from Test Split conversation 89354.
GOLDEN_084,2286571,2286569,@AmazonHelp One was from amazon the other was a seller.,AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 2286571.
GOLDEN_085,1655686,1655686,"Hey @115850 Why are you declining my transaction while putchasing a book,through mobile app?",AmazonHelp,general_inquiry_support,medium,Verified from Test Split conversation 1655686.
GOLDEN_086,1066690,1066690,@115851 BUY TRY CRY policy works so well for Customers in Amazon India ! Broken crayons do colour but don’t sell:( #AmazonIndia https://t.co/cqyQKv6jzl,AmazonHelp,damaged_defective_item,hard,Verified from Test Split conversation 1066690.
GOLDEN_087,527105,527105,@115821 order arrived after 4 days with 2-day Prime delivery. It also came pre-opened. Wonder if it’s the same delivery guy who tossed my other #AmazonPrime order on to the 2nd floor balcony. https://t.co/qcwnusCZ5J,AmazonHelp,prime_subscription_services,easy,Verified from Test Split conversation 527105.
GOLDEN_088,2876303,2876303,Somehow @115821 shipped my Prime order to an entirely different state. Not sure how that’s possible when I gave the correct address. It’s now delayed. What was the benefit to Prime again when regular shipping may have been faster? #customerservice,AmazonHelp,delivery_tracking_delay,easy,Verified from Test Split conversation 2876303.
GOLDEN_089,734166,734166,@115850 order 171-7660090-7985112 still not delivered fake promise and fake commitment never ever place a order on Amazon again .Chor h,AmazonHelp,general_inquiry_support,hard,Verified from Test Split conversation 734166.
GOLDEN_090,2875001,2875001,@115850 @AmazonHelp no came to collect the product. Money has been not returned to my account. https://t.co/vmJNbNTSDj,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 2875001.
GOLDEN_091,1638643,1638643,@115850 Tracking id 913115156695 order not delivered yet & msg for order delivered .i had paid extra for early delivery .Really fed up😡😡,AmazonHelp,delivery_tracking_delay,easy,Verified from Test Split conversation 1638643.
GOLDEN_092,1189437,1189437,"Hey @AmazonHelp, why do you have 2FA on your website if you're blocking my account for ""security reasons"" each time I order something ?",AmazonHelp,account_access_security,medium,Verified from Test Split conversation 1189437.
GOLDEN_093,183356,183356,@115850 I was brought one lenovo laptop and not providing me tax paid invoice bill to extend warranty and lenovo team not extending,AmazonHelp,payment_billing_issue,hard,Verified from Test Split conversation 183356.
GOLDEN_094,1675059,1675059,@AmazonHelp sent you a DM regarding a package I haven't received 😕,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1675059.
GOLDEN_095,1416655,1416654,"@AmazonHelp yes, I've spoken to cust svcs twice now. Was advised to wait to see if it arrived, which it clearly isn't going to do....",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1416655.
GOLDEN_096,274705,274707,"@115850 Without prpr investigation n solution simply asking me to get the refuns were as vendor is @ fault,y not asking vendor for his mistake",AmazonHelp,general_inquiry_support,hard,Verified from Test Split conversation 274705.
GOLDEN_097,890555,890554,"@AmazonHelp It shows that I bought it and it's coming tomorrow, but in my Amazon music it's not there as an auto rip",AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 890555.
GOLDEN_098,1826068,1826068,@AmazonHelp The message shows that the product has been delivered but haven't got it yet. Tried to reach the customer care but not helpful. https://t.co/Uq8gBsHfJV,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1826068.
GOLDEN_099,1470771,1470771,@AmazonHelp I've had 4 orders in the past week or so. I'm a prime member of those 4 only 2 have actually arrived within two days 1/2,AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1470771.
GOLDEN_100,1608742,1608742,"@65641 @115850 hey, my #PIPA #Amazon gift card balance not updating in my account https://t.co/xlqsSYCbbv",AmazonHelp,payment_billing_issue,hard,Verified from Test Split conversation 1608742.
GOLDEN_101,2793147,2793147,"@115830 very disgusted with the service you have provided, I ordered my son a book bag on next day with prime and expected it at 8pm bearing in mind it was in Worcester at 1pm and I live a half hour away from there now stating delivery to be either tomorrow or Thursday 😡😡😡😡",AmazonHelp,delivery_tracking_delay,easy,Verified from Test Split conversation 2793147.
GOLDEN_102,16433,16433,"@119356 @AmazonHelp horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 16433.
GOLDEN_103,1159101,1159101,"@AmazonHelp Can I get some help? I'm trying to connect amazon prime to my Twitch account but every time I try to, I get this error https://t.co/zG8Ctk32Fa",AmazonHelp,account_access_security,medium,Verified from Test Split conversation 1159101.
GOLDEN_104,535729,535729,@AmazonHelp my amazon account was locked. I uploaded the credit card statement as requested but it keeps getting declined. Pls help.,AmazonHelp,account_access_security,medium,Verified from Test Split conversation 535729.
GOLDEN_105,285568,285566,@AmazonHelp Details : NAME : AJAY SHANKAR ORDER NO.: 4__credit_card__ ORDER DATE : 29.09.2017 INVOICE DATE : 04.10.2017 PAYMENT DONE BY CREDIT CARD https://t.co/fDBEYZWyhI,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 285568.
GOLDEN_106,38200,38199,"@AmazonHelp I sent in the link and in 1""2-24 hours"" I expect to hear from @115821. I hope the scum that hacked my account isn't on a shopping spree!",AmazonHelp,account_access_security,medium,Verified from Test Split conversation 38200.
GOLDEN_107,2784322,2784322,Nice. @115830 are useless again. 5th time I have been promised next day delivery and haven't gotten it.,AmazonHelp,delivery_tracking_delay,hard,Verified from Test Split conversation 2784322.
GOLDEN_108,1406110,1406109,"@AmazonHelp They tried eventually i had ro ask for order cancellation. i raised it as seems to me as bug/ or enhancement needed, so reported to fix it.",AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 1406110.
GOLDEN_109,2562270,2562270,I ordered a book on amazon last night and now I have $33.80 in my bank account. pls help,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 2562270.
GOLDEN_110,1557719,1557719,"@AmazonHelp I'm very frustrated on you ,you haven't solved my problem instead you BLOCKED ME ! Why please resolve my issue .",AmazonHelp,account_access_security,medium,Verified from Test Split conversation 1557719.
GOLDEN_111,1227244,1227244,The box-size to product-size ratio to any @115821 Prime delivery starts at 5-to-1 and only gets even more wasteful.,AmazonHelp,prime_subscription_services,easy,Verified from Test Split conversation 1227244.
GOLDEN_112,1015684,1015684,"Address is given for a reason. I am happy to help delivery guys w navigation, but unprofessional to insist I pick up the order @115850",AmazonHelp,delivery_tracking_delay,medium,Verified from Test Split conversation 1015684.
GOLDEN_113,1005966,1005966,sh*t seller support Amazon!! Even a billion dollar company is cheap AF for not taking responsibility in case of damage to product @115850,AmazonHelp,general_inquiry_support,hard,Verified from Test Split conversation 1005966.
GOLDEN_114,2828073,2828073,Kindle買ったー！ おすすめの本があったら教えてください🙌 https://t.co/cAHFTQYmXj,AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 2828073.
GOLDEN_115,1083816,1083816,#AmazonIndia @115850 ... After 20 days and 5 calls and emails to your customer care... i did not receive refund nor the right product,AmazonHelp,refund_return_cancellation,easy,Verified from Test Split conversation 1083816.
GOLDEN_116,335677,335679,@AmazonHelp The seller informed me that they issued a full refund. However my gift card balance does not reflect this. What could be the issue?,AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 335677.
GOLDEN_117,249778,249769,@AmazonHelp I have doing followup since 1 month but issue is not yet resolved. it was siad i will get my money back on 11th oct but not yet recived.,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 249778.
GOLDEN_118,2619683,2619683,@AmazonHelp @115850 @115821 Your delivery system is deteriorating every day. Facing issues on almost every delivery. One not delivered and status shows delivered. Initiated refund. Purchased one cover and sent a different. Third missed guaranteed delivery. Pathetic......,AmazonHelp,refund_return_cancellation,medium,Verified from Test Split conversation 2619683.
GOLDEN_119,728094,728094,"@AmazonHelp Hey guys, you've taken money for an Amazon Prime membership which I never signed up for - who can I speak to about this?",AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 728094.
GOLDEN_120,2803324,2803324,"@115821 Yet again, you promise 2 day shipping, and then inform me it will be delivered later AFTER the order is made and shipped. Once again, no improvement in sight. #customerdisservice",AmazonHelp,delivery_tracking_delay,hard,Verified from Test Split conversation 2803324.
GOLDEN_121,2543950,2543950,Unpleasant exprerience with @115850 . 2nd instance where delivery has been goofed up and resolution after 24 hours is still 24-48 hours away. Refund and replacement is not the only ‘resolution’ . @115821,AmazonHelp,refund_return_cancellation,easy,Verified from Test Split conversation 2543950.
GOLDEN_122,841730,841730,"#AmazonIndia Cheater u r..why after agreeing first, u denied to return my Amazon Pay amount to my bank account.. Order # 408-0037022-3563553",AmazonHelp,payment_billing_issue,medium,Verified from Test Split conversation 841730.
GOLDEN_123,1413789,1413789,"@AmazonHelp is the best. When my package didn’t show up the date it was supposed to, they extended my prime membership. Responded in an hour",AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 1413789.
GOLDEN_124,1035559,1035559,@AmazonHelp I updated a card on my account to re-buy a kindle book. Payment has been taken but the book not downloaded. Pls can you help? TY,AmazonHelp,prime_subscription_services,medium,Verified from Test Split conversation 1035559.
GOLDEN_125,2909138,2909138,"What did we ever do to you, Amazon delivery guy? 💔 https://t.co/b4F2OCNyvn",AmazonHelp,delivery_tracking_delay,hard,Verified from Test Split conversation 2909138.
GOLDEN_126,1119993,1119993,@115830 cancel next day as they say dispatched then when it arrives ingredients are listed in Chinese so i did not know what was in it!,AmazonHelp,delivery_tracking_delay,easy,Verified from Test Split conversation 1119993.
GOLDEN_127,1204386,1204386,Amazonから変なメール来た でも、ちょっと前に利用したから本物かな？ あるいは、ここにアクセスしたら 個人情報盗まれるのかな？ すぐに、削除したけどね(#^.^#) https://t.co/nCpwoZXufW,AmazonHelp,general_inquiry_support,hard,Verified from Test Split conversation 1204386.
GOLDEN_128,218170,218170,@AmazonHelp I cannot login to my amazon account even if my password is correct.What is going on?,AmazonHelp,account_access_security,medium,Verified from Test Split conversation 218170.
